time (UTC),air_pressure_at_mean_sea_level (Pa),air_temperature (K),sea_surface_wave_period_at_variance_spectral_density_maximum (s),surface_downwelling_shortwave_flux_in_air (W m-2),relative_humidity (1),sea_surface_wave_significant_height (m),sea_surface_wave_from_direction (degree),wind_from_direction (degree),wind_speed (m s-1),sea_water_temperature_1 (K),sea_water_temperature_2 (K),sea_water_temperature_3 (K),sea_water_temperature_4 (K),sea_water_temperature_5 (K),sea_water_temperature_6 (K),sea_water_temperature_7 (K),sea_water_temperature_8 (K),sea_water_temperature_9 (K),sea_water_temperature_10 (K),sea_water_temperature_11 (K),sea_water_temperature_12 (K),mass_concentration_of_oxygen_in_sea_water (kg m-3),fractional_saturation_of_oxygen_in_sea_water (1),sea_water_specific_conductivity (Unknown),sea_water_temperature_13 (K),sea_water_temperature_14 (K),platform
2025-05-28T16:10:00Z,100120,285.85,3.36,287.1,91.6,0.393,46.4,119.2,4.3,284.933,284.873,284.302,282.056,281.463,281.155,280.952,280.834,280.719,280.514,280.48,280.112,0.01211,99.28,0.02771,279.977,279.929,1
2025-05-28T16:20:00Z,100100,285.95,3.36,245.6,91.4,0.393,46.4,102.4,4.6,284.932,284.83,284.434,282.197,281.511,281.214,280.965,280.832,280.695,280.501,280.48,280.18,0.01211,99.3,0.02771,279.99,279.938,1
2025-05-28T16:30:00Z,100100,285.95,3.1,281.1,91.7,0.378,46.8,119.4,4.7,284.93,284.836,284.459,282.234,281.516,281.237,280.983,280.831,280.733,280.486,280.474,280.217,0.01211,99.29,0.02771,279.997,279.945,1
2025-05-28T16:40:00Z,100090,285.95,3.1,214.3,92.2,0.378,46.8,119.3,4.8,284.956,284.884,284.47,282.534,281.48,281.197,280.986,280.811,280.677,280.459,280.463,280.176,0.01212,99.36,0.02771,279.968,279.929,1
2025-05-28T16:50:00Z,100090,285.85,3.12,200.4,93.1,0.336,49.6,105.9,5.3,284.985,284.9,284.673,282.363,281.414,281.153,280.992,280.795,280.659,280.448,280.449,280.084,0.01216,99.61,0.02771,279.957,279.905,1
2025-05-28T17:00:00Z,100080,285.75,3.12,135.7,93.5,0.336,49.6,80.7,5.5,284.972,284.92,284.327,282.202,281.356,281.055,280.994,280.79,280.638,280.44,280.443,280.083,0.01216,99.65,0.02771,279.958,279.895,1
2025-05-28T17:10:00Z,100060,285.75,2.88,224.7,93.9,0.304,59.1,93,4,284.987,284.946,284.252,282.274,281.3,281.064,281,280.786,280.614,280.435,280.437,280.052,0.01218,99.74,0.02771,279.915,279.873,1
2025-05-28T17:20:00Z,100050,285.85,2.88,260.1,93.9,0.304,59.1,97.4,5.1,284.992,284.95,284.079,282.193,281.31,281.071,281.011,280.757,280.593,280.429,280.429,280.002,0.01219,99.68,0.02771,279.885,279.828,1
2025-05-28T17:30:00Z,100050,286.05,2.93,299.9,91.9,0.315,63.5,122.5,5.5,284.972,284.898,284.615,282.425,281.309,281.016,281.027,280.755,280.574,280.436,280.424,280.024,0.01218,99.76,0.02771,279.924,279.871,1
2025-05-28T17:40:00Z,100040,286.05,2.93,293.4,92.2,0.315,63.5,129.5,4.7,285.009,284.879,284.563,282.359,281.301,281.014,281.029,280.75,280.547,280.45,280.416,280.027,0.01218,99.76,0.0277,279.909,279.873,1
2025-05-28T17:50:00Z,100040,286.15,2.86,221.9,91.2,0.296,65.7,105.6,5,285.022,284.884,284.168,282.118,281.282,281.029,281.024,280.73,280.524,280.427,280.402,280.01,0.0122,99.76,0.02771,279.898,279.837,1
2025-05-28T18:00:00Z,100040,286.45,2.86,220.1,89.8,0.296,65.7,107.3,5.1,285.02,284.891,284.123,282.111,281.254,281.041,280.956,280.701,280.492,280.414,280.385,279.993,0.01219,99.76,0.02771,279.888,279.839,1
2025-05-28T18:10:00Z,100030,286.45,2.66,215.6,89.4,0.295,67.5,124.8,4.9,285.007,284.903,284.405,282.317,281.285,281.044,280.992,280.687,280.475,280.436,280.382,280,0.01219,99.76,0.02771,279.904,279.843,1
2025-05-28T18:20:00Z,100010,286.35,2.66,198.6,90.6,0.295,67.5,126.1,4.3,285.005,284.971,284.252,282.388,281.27,281.043,280.92,280.662,280.46,280.408,280.36,279.975,0.0122,99.69,0.02771,279.88,279.805,1
2025-05-28T18:30:00Z,100020,286.15,2.69,168.6,92.1,0.287,65.4,117.6,4.4,284.994,284.897,284.336,282.425,281.235,281.036,280.882,280.663,280.454,280.375,280.326,279.958,0.0122,99.73,0.02771,279.873,279.812,1
2025-05-28T18:40:00Z,100010,286.25,2.69,133.2,92,0.287,65.4,128.8,3.7,285.018,284.884,284.417,282.324,281.305,281.025,280.857,280.648,280.449,280.392,280.335,279.973,0.01219,99.77,0.02771,279.887,279.839,1
2025-05-28T18:50:00Z,100010,285.95,2.49,161.9,94.1,0.265,67,106.8,4,285.055,284.899,284.545,282.331,281.35,281.022,280.839,280.638,280.442,280.351,280.327,279.96,0.0122,99.69,0.02771,279.848,279.793,1
2025-05-28T19:00:00Z,100000,286.05,2.49,211.6,94.3,0.265,67,107.3,2.5,285.057,284.904,284.405,282.349,281.298,281.001,280.842,280.586,280.436,280.333,280.323,279.941,0.01221,99.66,0.02772,279.817,279.761,1
2025-05-28T19:10:00Z,99990,286.05,2.66,150,94.5,0.252,63.7,103.3,2.4,285.137,284.979,284.55,282.287,281.31,280.989,280.893,280.65,280.427,280.353,280.326,279.967,0.0122,99.7,0.02771,279.842,279.783,1
2025-05-28T19:20:00Z,99980,286.05,2.66,171.3,94.4,0.252,63.7,99.2,3.5,285.165,284.976,283.993,281.853,281.243,280.975,280.892,280.632,280.429,280.324,280.321,279.992,0.01221,99.79,0.02772,279.828,279.804,1
2025-05-28T19:30:00Z,99980,286.05,2.54,174.8,94.2,0.237,61.8,121.7,2.9,285.208,284.981,284.156,281.864,281.27,280.985,280.877,280.655,280.433,280.385,280.316,279.964,0.01221,99.68,0.02771,279.831,279.768,1
2025-05-28T19:40:00Z,99970,286.05,2.54,176.5,95.4,0.237,61.8,117.8,2.7,285.216,284.989,284.618,282.013,281.275,280.991,280.894,280.582,280.431,280.381,280.307,280.013,0.01221,99.8,0.02772,279.859,279.808,1
2025-05-28T19:50:00Z,99970,285.85,2.78,178.1,96.3,0.222,58.8,84.1,3,285.155,284.928,284.487,282.022,281.217,280.983,280.94,280.593,280.421,280.379,280.288,279.974,0.01222,99.72,0.02772,279.806,279.747,1
2025-05-28T20:00:00Z,99940,285.85,2.78,118.1,97.1,0.222,58.8,64,2.6,285.203,284.935,284.606,282.149,281.351,281.027,280.938,280.72,280.456,280.437,280.29,280.051,0.01221,99.93,0.02771,279.919,279.864,1
2025-05-28T20:10:00Z,99940,285.75,2.61,107.8,97.6,0.228,61.7,74.6,3,285.286,284.998,284.637,282.269,281.333,281.032,280.936,280.777,280.477,280.437,280.277,280.097,0.01221,100,0.02771,279.928,279.885,1
2025-05-28T20:20:00Z,99920,286.05,2.61,139.2,95.2,0.228,61.7,114.3,3,285.321,285.036,284.765,282.778,281.51,281.057,281.014,280.862,280.519,280.446,280.276,280.227,0.01224,100.35,0.02771,279.98,279.917,1
2025-05-28T20:30:00Z,99910,286.15,3.77,108.9,94.6,0.251,50.1,109.8,4,285.251,285.004,284.762,283.07,281.607,281.079,281.02,280.884,280.528,280.44,280.257,280.16,0.01226,100.34,0.02771,279.929,279.848,1
2025-05-28T20:40:00Z,99900,286.15,3.77,95.2,94.8,0.251,50.1,89,3.3,285.371,285.123,284.819,282.799,281.676,281.256,281.06,280.909,280.611,280.447,280.253,280.159,0.01229,100.61,0.02771,279.949,279.878,1
2025-05-28T20:50:00Z,99890,285.95,2.86,117.5,96.2,0.216,49.6,90.8,4.3,285.406,285.167,284.86,283.314,281.631,281.35,281.099,280.89,280.549,280.391,280.226,280.041,0.01228,100.41,0.02771,279.91,279.814,1
2025-05-28T21:00:00Z,99900,286.05,2.86,97.6,96,0.216,49.6,86.2,3.6,285.458,285.219,284.868,283.189,281.672,281.486,281.074,280.859,280.461,280.327,280.199,280.01,0.01228,100.25,0.02771,279.845,279.764,1
2025-05-28T21:10:00Z,99890,286.05,2.41,116.4,96,0.219,54.6,92.5,3.6,285.437,285.17,284.886,283.025,281.635,281.554,281.08,280.823,280.42,280.288,280.176,279.978,0.01229,100.38,0.02772,279.834,279.78,1
2025-05-28T21:20:00Z,99880,286.25,2.41,82.7,95.1,0.219,54.6,96,3.7,285.43,285.173,284.899,283.001,281.742,281.415,281.121,280.799,280.422,280.267,280.153,280,0.0123,100.59,0.02771,279.869,279.821,1
2025-05-28T21:30:00Z,99870,286.35,2.52,62.8,93.9,0.219,53.2,103.3,3.5,285.424,285.19,284.94,283.233,282.07,281.595,281.138,280.891,280.464,280.318,280.131,279.988,0.01231,100.65,0.02772,279.866,279.819,1
2025-05-28T21:40:00Z,99860,286.45,2.52,69.9,92.8,0.219,53.2,91.7,2.9,285.442,285.263,284.953,283.256,282.037,281.596,281.158,280.836,280.438,280.306,280.106,280,0.01231,100.61,0.02772,279.841,279.788,1
2025-05-28T21:50:00Z,99860,286.85,2.61,151.2,89.9,0.203,47.9,136.4,4.4,285.423,285.263,284.985,283.502,282.148,281.586,281.166,280.843,280.476,280.329,280.107,280.002,0.01234,100.94,0.02771,279.907,279.831,1
2025-05-28T22:00:00Z,99840,286.75,2.61,146.7,90.5,0.203,47.9,139.7,3.5,285.437,285.261,285.003,283.351,281.796,281.593,281.164,280.801,280.449,280.268,280.109,279.978,0.01233,100.81,0.02772,279.861,279.802,1
2025-05-28T22:10:00Z,99840,286.95,2.23,96.9,89.2,0.202,48,135.8,3,285.445,285.264,285.036,283.461,282.116,281.576,281.172,280.79,280.458,280.262,280.133,279.988,0.01234,100.97,0.02772,279.9,279.835,1
2025-05-28T22:20:00Z,99830,286.95,2.23,109.2,88.7,0.202,48,135.7,2.2,285.445,285.292,285.021,283.371,282.289,281.573,281.243,280.818,280.498,280.328,280.164,280.001,0.01234,101.08,0.02772,279.928,279.876,1
2025-05-28T22:30:00Z,99840,286.85,2.22,94.7,90.2,0.194,50.3,141.5,1.7,285.465,285.305,285.065,284.292,282.678,281.571,281.218,280.806,280.451,280.28,280.133,279.993,0.01235,101.08,0.02772,279.928,279.874,1
2025-05-28T22:40:00Z,99840,286.85,2.22,43.7,90.6,0.194,50.3,114.2,2.7,285.474,285.348,285.088,284.253,282.811,281.535,281.208,280.774,280.442,280.273,280.141,279.991,0.01234,101.11,0.02772,279.942,279.888,1
2025-05-28T22:50:00Z,99830,286.85,2.73,37.5,90.1,0.18,48.2,115.8,2.6,285.455,285.31,285.019,283.503,282.172,281.484,281.094,280.692,280.395,280.241,280.074,279.983,0.01234,101.08,0.02772,279.924,279.876,1
2025-05-28T23:00:00Z,99820,287.15,2.73,28.4,86.7,0.18,48.2,154.7,3.3,285.436,285.218,284.924,283.298,281.539,281.424,281.041,280.648,280.336,280.193,280.036,279.979,0.01235,101.02,0.02772,279.89,279.838,1
2025-05-28T23:10:00Z,99830,286.95,2.55,33.2,89.3,0.184,41.7,141.2,3.7,285.412,285.235,285.027,283.395,281.882,281.407,281.067,280.655,280.332,280.19,280.032,279.982,0.01235,101.02,0.02772,279.891,279.829,1
2025-05-28T23:20:00Z,99820,286.85,2.55,25.4,91,0.184,41.7,162.2,2,285.377,285.175,285.017,283.532,282.21,281.395,281.083,280.681,280.351,280.206,280.055,279.976,0.01236,101.15,0.02772,279.918,279.85,1
2025-05-28T23:30:00Z,99830,286.95,2.54,16.7,89.4,0.175,41.8,152.3,2,285.357,285.138,285.064,283.616,282.341,281.366,280.963,280.651,280.353,280.217,280.069,279.973,0.01236,101.2,0.02772,279.905,279.865,1
2025-05-28T23:40:00Z,99830,286.95,2.54,13.2,89.8,0.175,41.8,145.9,1.2,285.336,285.121,285.016,283.406,281.938,281.276,280.838,280.491,280.303,280.2,280.035,279.964,0.01236,100.98,0.02772,279.869,279.783,1
2025-05-28T23:50:00Z,99830,286.85,2.48,6.5,90.8,0.168,38.6,123.4,0.9,285.382,285.119,284.912,283.324,281.821,281.203,280.764,280.522,280.324,280.208,280.021,279.952,0.01236,100.94,0.02772,279.83,279.774,1
2025-05-29T00:00:00Z,99830,287.55,2.48,4.5,84.7,0.168,38.6,163.6,3.7,285.316,285.125,284.856,283.335,281.348,281.003,280.715,280.472,280.239,280.164,279.976,279.915,0.01227,100.1,0.02772,279.785,279.732,1
2025-05-29T00:10:00Z,99830,287.65,2.46,3.7,84,0.161,34,173.8,6.5,285.183,285.105,284.919,283.556,281.491,281.071,280.728,280.453,280.228,280.14,279.98,279.953,0.01236,101.03,0.02772,279.866,279.808,1
2025-05-29T00:20:00Z,99830,287.45,2.46,2.8,84.5,0.161,34,179.3,4.1,285.169,285.125,284.89,283.414,281.331,280.898,280.63,280.374,280.161,280.039,279.977,279.931,0.01227,100.13,0.02772,279.79,279.729,1
2025-05-29T00:30:00Z,99820,287.35,1.86,1.3,85.7,0.175,43.8,173.6,4,285.185,285.154,284.95,283.419,281.371,280.883,280.621,280.339,280.136,280.033,279.975,279.926,0.01225,99.95,0.02772,279.774,279.72,1
2025-05-29T00:40:00Z,99820,287.35,1.86,0.1,85.2,0.175,43.8,179.5,4.6,285.199,285.167,284.788,283.159,281.212,280.869,280.555,280.309,280.103,279.982,279.973,279.928,0.01225,99.91,0.02772,279.772,279.718,1
2025-05-29T00:50:00Z,99810,287.25,1.59,0,85.8,0.191,82.5,168.9,4.1,285.212,285.164,284.745,283.163,281.248,280.864,280.577,280.337,280.109,279.981,279.972,279.927,0.01227,100.09,0.02772,279.78,279.729,1
2025-05-29T01:00:00Z,99790,287.15,1.59,0,86.7,0.191,82.5,167,4.2,285.224,285.183,284.943,283.142,281.206,280.841,280.557,280.294,280.085,279.959,279.977,279.867,0.01225,99.86,0.02772,279.767,279.713,1
2025-05-29T01:10:00Z,99800,287.05,1.8,0,87.5,0.214,133,165.4,3.3,285.233,285.145,284.845,283.059,281.1,280.74,280.514,280.216,280.052,279.971,279.976,279.805,0.01223,99.67,0.02772,279.739,279.67,1
2025-05-29T01:20:00Z,99800,287.05,1.8,0,87.4,0.214,133,165.5,4.1,285.253,285.184,284.757,283.011,281.083,280.704,280.478,280.181,280.014,279.956,279.972,279.788,0.01222,99.45,0.02772,279.67,279.631,1
2025-05-29T01:30:00Z,99800,287.05,1.8,0,87.4,0.212,135.6,172.3,4.1,285.255,285.174,284.892,282.99,281.098,280.782,280.456,280.172,279.988,279.957,279.893,279.719,0.01222,99.13,0.02774,279.575,279.511,1
2025-05-29T01:40:00Z,99800,287.05,1.8,0,87.6,0.212,135.6,172.7,3,285.253,285.12,284.81,283.02,281.094,280.753,280.402,280.171,280,279.958,279.924,279.681,0.01222,99.06,0.02774,279.548,279.486,1
2025-05-29T01:50:00Z,99790,287.15,1.84,0,87.1,0.189,121.6,171.8,4.5,285.221,285.123,284.911,282.964,281.123,280.762,280.429,280.169,280.045,279.959,279.935,279.751,0.01222,99.17,0.02774,279.576,279.518,1
2025-05-29T02:00:00Z,99780,287.05,1.84,0,87.4,0.189,121.6,161.7,4.5,285.213,284.997,284.74,282.954,281.099,280.754,280.466,280.175,280.042,279.962,279.936,279.718,0.01222,99.15,0.02774,279.57,279.51,1
2025-05-29T02:10:00Z,99790,287.05,1.85,0,87.6,0.199,122.8,167.4,3.3,285.206,285.131,284.646,282.811,281.018,280.736,280.463,280.167,280.014,279.969,279.937,279.742,0.01222,99.18,0.02773,279.579,279.525,1
2025-05-29T02:20:00Z,99790,287.05,1.85,0,87.9,0.199,122.8,175.7,4.7,285.158,285.034,284.838,283.486,281.3,280.728,280.52,280.169,280.002,279.965,279.903,279.711,0.01222,99.22,0.02774,279.585,279.533,1
2025-05-29T02:30:00Z,99790,286.85,1.87,0,89.9,0.197,121.9,166.3,3.1,285.184,285.04,284.818,282.766,280.93,280.718,280.472,280.174,279.989,279.968,279.93,279.728,0.01222,99.23,0.02773,279.605,279.542,1
2025-05-29T02:40:00Z,99780,286.85,1.87,0,90,0.197,121.9,177.3,3.8,285.18,285.052,284.747,283.101,281.087,280.689,280.453,280.186,279.993,279.969,279.902,279.709,0.01222,99.29,0.02773,279.616,279.566,1
2025-05-29T02:50:00Z,99780,286.85,1.81,0,89.9,0.193,123.2,179.2,3.6,285.175,285.069,284.846,283.514,281.686,280.683,280.524,280.209,280.005,279.965,279.85,279.701,0.01223,99.41,0.02773,279.652,279.599,1
2025-05-29T03:00:00Z,99780,286.95,1.81,0,89.1,0.193,123.2,178.9,3.5,285.161,285.053,284.733,283.307,281.618,280.709,280.504,280.205,279.98,279.96,279.831,279.707,0.01223,99.32,0.02773,279.592,279.556,1
2025-05-29T03:10:00Z,99760,286.85,1.85,0,90.3,0.184,127,171,3.1,285.153,284.98,284.63,283.065,281.314,280.685,280.384,280.195,279.967,279.958,279.837,279.732,0.01224,99.42,0.02774,279.62,279.568,1
2025-05-29T03:20:00Z,99760,286.95,1.85,0,89.5,0.184,127,182.6,3.4,285.272,285.03,284.824,282.973,281.217,280.651,280.283,280.176,279.951,279.95,279.821,279.719,0.01224,99.21,0.02774,279.55,279.469,1
2025-05-29T03:30:00Z,99760,287.05,1.98,0,88.5,0.173,132.8,189,3.9,285.411,285.088,284.604,282.864,281.292,280.641,280.298,280.18,279.943,279.911,279.818,279.745,0.01224,99.33,0.02773,279.603,279.523,1
2025-05-29T03:40:00Z,99760,287.05,1.98,0,88.7,0.173,132.8,193.8,3.8,285.503,285.024,284.568,282.617,281.126,280.622,280.255,280.148,279.939,279.843,279.834,279.752,0.01225,99.56,0.02773,279.614,279.582,1
2025-05-29T03:50:00Z,99760,287.25,1.91,0,86.9,0.183,139.5,196.8,6.3,285.467,285.074,284.454,282.81,281.144,280.616,280.252,280.167,279.947,279.882,279.825,279.785,0.0123,100.19,0.02772,279.71,279.669,1
2025-05-29T04:00:00Z,99760,286.85,1.91,0,90.7,0.183,139.5,191.1,5,285.403,285.265,284.467,282.81,281.103,280.588,280.25,280.077,279.935,279.867,279.838,279.762,0.0123,100.1,0.02772,279.704,279.649,1
2025-05-29T04:10:00Z,99750,286.75,1.96,0,91.5,0.197,143.8,187.8,4.8,285.385,285.191,284.833,283.323,281.331,280.634,280.257,280.16,279.944,279.892,279.847,279.766,0.0123,100.16,0.02772,279.715,279.662,1
2025-05-29T04:20:00Z,99740,286.95,1.96,0,89.4,0.197,143.8,188.8,5.7,285.334,285.303,284.914,283.803,281.62,280.666,280.28,280.174,279.948,279.918,279.855,279.761,0.0123,100.2,0.02772,279.715,279.661,1
2025-05-29T04:30:00Z,99720,286.85,2.11,0,91,0.232,159.9,181.2,4.4,285.313,285.062,284.573,282.664,281.147,280.584,280.276,280.171,279.952,279.909,279.852,279.757,0.0123,100.17,0.02772,279.709,279.66,1
2025-05-29T04:40:00Z,99700,286.95,2.11,0,89.4,0.232,159.9,166.8,6.1,285.277,285.221,284.762,283.584,281.821,280.694,280.381,280.183,279.957,279.952,279.835,279.765,0.0123,100.16,0.02772,279.709,279.652,1
2025-05-29T04:50:00Z,99710,286.85,2.38,0,90.1,0.288,162.9,188.6,4.4,285.138,285.123,284.484,282.432,281.092,280.584,280.319,280.158,279.947,279.932,279.823,279.751,0.01229,100.08,0.02772,279.701,279.648,1
2025-05-29T05:00:00Z,99700,286.85,2.38,0,89.9,0.288,162.9,187.1,5.6,285.188,285.105,284.769,283.033,281.532,280.597,280.371,280.168,279.96,279.946,279.816,279.775,0.0123,100.2,0.02772,279.709,279.657,1
2025-05-29T05:10:00Z,99700,286.85,2.24,0,89.7,0.268,164.8,194.7,5,285.127,285.038,284.62,282.627,281.184,280.582,280.332,280.162,279.957,279.931,279.806,279.758,0.01231,100.24,0.02772,279.713,279.658,1
2025-05-29T05:20:00Z,99710,286.85,2.24,0,90.1,0.268,164.8,195.8,5.2,285.121,284.981,284.773,283.263,281.867,280.674,280.431,280.2,279.977,279.958,279.794,279.755,0.01231,100.26,0.02772,279.706,279.655,1
2025-05-29T05:30:00Z,99700,286.75,2.3,0,91.1,0.304,160.3,189.3,4.9,285.001,284.93,284.775,283.461,281.662,280.645,280.416,280.197,279.975,279.964,279.809,279.756,0.01232,100.29,0.02772,279.698,279.64,1
2025-05-29T05:40:00Z,99680,286.55,2.3,0,91.7,0.304,160.3,197.5,4.6,285.006,284.973,284.909,284.298,282.06,280.703,280.438,280.19,279.981,279.955,279.792,279.759,0.01235,100.54,0.02772,279.714,279.648,1
2025-05-29T05:50:00Z,99660,286.55,2.46,0,93.1,0.304,163.6,198.2,4.9,284.984,284.801,284.684,282.805,281.56,280.625,280.365,280.191,279.985,279.965,279.792,279.762,0.01237,100.77,0.02772,279.713,279.669,1
2025-05-29T06:00:00Z,99670,286.55,2.46,0,93.1,0.304,163.6,193.1,4.8,284.919,284.878,284.831,284.445,282.106,280.739,280.46,280.22,280.056,279.977,279.823,279.756,0.01236,100.66,0.02771,279.702,279.655,1
2025-05-29T06:10:00Z,99660,286.55,2.65,0,93.1,0.308,163.5,191.6,5.7,284.956,284.876,284.751,284.259,281.958,280.68,280.384,280.224,280.036,279.974,279.786,279.754,0.01235,100.44,0.02772,279.66,279.61,1
2025-05-29T06:20:00Z,99660,286.45,2.65,0,93.5,0.308,163.5,205,5.2,284.951,284.885,284.812,284.501,282.214,280.82,280.446,280.245,280.074,279.978,279.845,279.742,0.01234,100.27,0.02773,279.647,279.582,1
2025-05-29T06:30:00Z,99670,286.45,2.39,0,92.6,0.28,164.2,197.8,5,284.971,284.892,284.815,284.457,281.974,280.754,280.404,280.243,280.046,279.97,279.792,279.703,0.01234,100.26,0.02773,279.634,279.579,1
2025-05-29T06:40:00Z,99660,286.55,2.39,0,93.2,0.28,164.2,206.2,3.9,284.92,284.862,284.752,284.417,281.778,280.682,280.371,280.24,280.023,279.97,279.79,279.701,0.01233,100.2,0.02772,279.632,279.578,1
2025-05-29T06:50:00Z,99670,286.35,2.61,0,93.9,0.278,167.6,213.2,3.3,284.882,284.845,284.855,284.431,281.68,280.73,280.378,280.238,280.054,279.972,279.81,279.739,0.01236,100.51,0.02772,279.652,279.605,1
2025-05-29T07:00:00Z,99680,286.05,2.61,0,93.6,0.278,167.6,270.6,3.5,284.912,284.861,284.803,284.61,282.025,281.002,280.48,280.267,280.093,279.984,279.887,279.77,0.01239,100.91,0.02772,279.698,279.659,1
2025-05-29T07:10:00Z,99680,285.75,2.51,0,96.7,0.259,170.8,272.8,1.5,284.883,284.803,284.785,284.57,281.745,280.852,280.406,280.253,280.09,279.996,279.895,279.752,0.01237,100.66,0.02772,279.666,279.62,1
2025-05-29T07:20:00Z,99700,285.85,2.51,0,98.3,0.259,170.8,221.3,5.6,284.869,284.808,284.748,284.492,281.641,280.872,280.392,280.244,280.08,280,279.914,279.77,0.01238,100.77,0.02772,279.708,279.632,1
2025-05-29T07:30:00Z,99700,285.85,2.53,0,98.7,0.237,178,222.5,5.1,284.868,284.794,284.825,284.664,281.935,281.076,280.475,280.279,280.088,280.004,279.949,279.778,0.01239,100.9,0.02772,279.718,279.666,1
2025-05-29T07:40:00Z,99710,285.65,2.53,0,98.9,0.237,178,253.7,1.3,284.895,284.825,284.845,284.603,281.823,280.959,280.555,280.286,280.1,280.016,279.966,279.773,0.01238,100.86,0.02772,279.715,279.669,1
2025-05-29T07:50:00Z,99700,285.55,2.76,0,99.1,0.254,184.4,209.5,4,284.881,284.838,284.829,284.752,283.816,281.337,280.664,280.344,280.142,280.05,279.987,279.806,0.01237,100.83,0.02772,279.733,279.687,1
2025-05-29T08:00:00Z,99700,285.75,2.76,0,99.4,0.254,184.4,236.6,5.5,284.851,284.81,284.804,284.681,281.883,281.053,280.521,280.33,280.127,280.054,280.004,279.856,0.01235,100.68,0.02772,279.748,279.687,1
2025-05-29T08:10:00Z,99700,285.75,2.79,0,99.5,0.244,190.5,225.7,4.7,284.839,284.8,284.808,284.602,281.552,280.889,280.545,280.311,280.132,280.063,279.993,279.802,0.01235,100.58,0.02772,279.727,279.675,1
2025-05-29T08:20:00Z,99700,285.75,2.79,0,99.6,0.244,190.5,225.6,4.7,284.81,284.764,284.726,284.604,281.604,281.043,280.618,280.378,280.177,280.167,280.017,279.888,0.01232,100.48,0.02772,279.781,279.727,1
2025-05-29T08:30:00Z,99700,285.85,2.37,0,99.7,0.242,192.1,252.7,1,284.844,284.728,284.707,284.1,282.14,281.342,280.755,280.404,280.225,280.191,280.045,279.929,0.0123,100.31,0.02771,279.788,279.727,1
2025-05-29T08:40:00Z,99710,285.55,2.37,0,99.6,0.242,192.1,294.3,3,284.855,284.814,284.77,284.602,282.17,281.598,281.371,280.752,280.362,280.203,280.101,279.95,0.01227,100.24,0.02772,279.823,279.79,1
2025-05-29T08:50:00Z,99700,285.95,2.5,0,99.9,0.244,191,246.7,3.8,284.868,284.813,284.783,284.504,281.754,281.579,281.356,280.724,280.353,280.205,280.142,279.947,0.01226,100.22,0.02771,279.87,279.823,1
2025-05-29T09:00:00Z,99710,285.55,2.5,0,99.7,0.244,191,264.1,0.4,284.878,284.822,284.72,283.855,281.778,281.493,281.323,280.686,280.34,280.212,280.116,279.948,0.01226,100.13,0.02771,279.822,279.787,1
2025-05-29T09:10:00Z,99710,285.65,2.45,0,99.9,0.248,194.1,241.1,4.9,284.862,284.827,284.772,284.262,281.984,281.453,281.129,280.561,280.344,280.216,280.094,279.946,0.01225,100.11,0.02771,279.862,279.808,1
2025-05-29T09:20:00Z,99710,285.55,2.45,0,99.9,0.248,194.1,230.9,4.4,284.848,284.781,284.753,284.232,281.975,281.424,280.835,280.428,280.305,280.215,280.05,279.917,0.01225,100.04,0.02771,279.833,279.782,1
