time (UTC),air_pressure_at_mean_sea_level (Pa),air_temperature (K),sea_surface_wave_period_at_variance_spectral_density_maximum (s),surface_downwelling_shortwave_flux_in_air (W m-2),relative_humidity (1),sea_surface_wave_significant_height (m),sea_surface_wave_from_direction (degree),wind_from_direction (degree),wind_speed (m s-1),sea_water_temperature_1 (K),sea_water_temperature_2 (K),sea_water_temperature_3 (K),sea_water_temperature_4 (K),sea_water_temperature_5 (K),sea_water_temperature_6 (K),sea_water_temperature_7 (K),sea_water_temperature_8 (K),sea_water_temperature_9 (K),sea_water_temperature_10 (K),sea_water_temperature_11 (K),sea_water_temperature_12 (K),mass_concentration_of_oxygen_in_sea_water (kg m-3),fractional_saturation_of_oxygen_in_sea_water (1),sea_water_specific_conductivity (Unknown),sea_water_temperature_13 (K),sea_water_temperature_14 (K),platform
2025-09-04T13:10:00Z,100474.2423,292.25,4.66,33.2,86.1,0.947,219.3,204.9,10,294.336,294.324,294.379,294.324,294.257,294.264,294.316,294.271,294.103,293.94,293.55,292.846,0.00702,75.98,0.02814,292.464,292.319,1
2025-09-04T13:20:00Z,100493.2575,292.45,4.66,26.1,86.2,0.947,219.3,214.8,9.9,294.331,294.315,294.374,294.325,294.264,294.277,294.341,294.269,294.01,293.822,293.552,292.681,0.00706,76.56,0.02812,292.477,292.379,1
2025-09-04T13:30:00Z,100504.1608,292.35,4.37,67.7,87.3,0.883,234.2,206.2,9.6,294.33,294.313,294.37,294.322,294.262,294.271,294.333,294.266,293.951,293.858,293.564,292.903,0.00715,77.82,0.02824,292.37,292.651,1
2025-09-04T13:40:00Z,100502.7656,292.55,4.37,33.5,87,0.883,234.2,220.1,10.7,294.326,294.308,294.366,294.311,294.245,294.254,294.325,294.233,294.006,293.857,293.555,292.73,0.00691,74.22,0.02812,292.561,291.947,1
2025-09-04T13:50:00Z,100565.7196,290.85,4.75,15.9,91.9,0.874,265.6,287.4,9.7,294.309,294.299,294.36,294.311,294.249,294.263,294.312,294.178,293.927,293.7,292.78,292.151,0.00669,71.37,0.02811,291.479,291.609,1
2025-09-04T14:00:00Z,100585.4272,290.95,4.75,28.1,90.7,0.874,265.6,265.6,8.6,294.311,294.297,294.354,294.308,294.248,294.25,294.285,294.242,294.006,293.762,292.867,291.861,0.00673,71.94,0.02807,291.596,291.704,1
2025-09-04T14:10:00Z,100584.7221,291.05,4.6,71.8,90.2,0.941,286.5,252.5,7.9,294.303,294.291,294.35,294.301,294.24,294.254,294.313,294.221,294.057,293.898,293.585,292.398,0.00647,68.64,0.02829,290.66,291.418,1
2025-09-04T14:20:00Z,100582.6096,291.35,4.6,66.7,90.3,0.941,286.5,260.9,8,294.314,294.295,294.349,294.297,294.232,294.247,294.29,294.222,294.038,293.825,292.733,291.722,0.00659,70.14,0.0281,291.245,291.457,1
2025-09-04T14:30:00Z,100601.6159,291.55,4.48,39.1,91.1,0.884,290.6,258,8.2,294.305,294.289,294.347,294.298,294.222,294.224,294.254,294.131,293.973,293.818,292.78,291.827,0.00664,70.73,0.02804,291.625,291.497,1
2025-09-04T14:40:00Z,100593.5196,291.25,4.48,40.9,93.7,0.884,290.6,277.2,7.7,294.304,294.288,294.343,294.284,294.223,294.163,294.213,294.207,294.007,293.808,292.268,291.613,0.00658,70.02,0.02806,291.222,291.47,1
2025-09-04T14:50:00Z,100628.3726,290.65,4.5,36.1,91.6,0.88,298,233.9,9.1,294.295,294.279,294.339,294.288,294.202,294.208,294.263,294.218,294.025,293.878,292.928,291.978,0.00667,71.15,0.02807,291.631,291.553,1
2025-09-04T15:00:00Z,100612.2099,290.05,4.5,96.2,91.6,0.88,298,262.1,6.4,294.279,294.272,294.329,294.28,294.215,294.229,294.29,294.274,294.048,293.757,292.048,291.145,0.00617,64.35,0.02811,290.373,290.509,1
2025-09-04T15:10:00Z,100621.7073,290.15,5.23,71.3,95,0.99,304.4,161.4,6.6,294.284,294.268,294.328,294.275,294.206,294.188,294.207,294.164,293.96,293.234,292.112,291.542,0.00596,61.45,0.02823,290.242,289.914,1
2025-09-04T15:20:00Z,100600.584,290.25,5.23,67.7,93.3,0.99,304.4,226.9,6.7,294.279,294.263,294.32,294.27,294.201,294.202,294.212,294.185,293.99,293.503,292.15,291.575,0.00584,59.96,0.02832,290.589,289.721,1
2025-09-04T15:30:00Z,100622.4171,290.05,5.28,81.7,95.1,0.915,300.5,252.4,6.9,294.272,294.257,294.318,294.271,294.202,294.208,294.251,294.188,294.029,293.837,292.355,291.301,0.00604,62.79,0.02821,289.894,290.364,1
2025-09-04T15:40:00Z,100632.6243,290.05,5.28,42.3,96.7,0.915,300.5,259.2,6.9,294.268,294.246,294.311,294.261,294.191,294.187,294.203,294.195,294.02,293.829,292.486,291.602,0.00578,59.38,0.02835,290.006,289.739,1
2025-09-04T15:50:00Z,100603.4235,289.85,5.01,149.9,97.2,0.858,296.6,316.2,9.1,294.27,294.255,294.312,294.262,294.198,294.21,294.23,294.203,294.049,293.671,292.478,291.836,0.00586,60.43,0.02832,290.505,289.927,1
2025-09-04T16:00:00Z,100613.6308,289.85,5.01,91.4,98.7,0.858,296.6,338.8,8.9,294.25,294.24,294.306,294.259,294.197,294.211,294.27,294.214,294.116,293.914,292.536,291.616,0.00599,62.15,0.02825,290.583,290.236,1
2025-09-04T16:10:00Z,100625.9734,289.55,5.08,74.7,98,0.801,283.2,345.2,8.1,294.255,294.238,294.294,294.246,294.186,294.184,294.235,294.22,294.084,293.808,292.701,291.848,0.00603,62.72,0.02825,290.767,290.361,1
2025-09-04T16:20:00Z,100708.347,289.45,5.08,32.8,97.2,0.801,283.2,334.1,9.5,294.243,294.231,294.295,294.247,294.183,294.196,294.251,294.256,294.077,293.307,292.398,291.407,0.00619,64.81,0.02816,290.612,290.711,1
2025-09-04T16:30:00Z,100711.2053,289.05,4.1,158.9,97.6,0.768,283,357.5,8.3,294.243,294.225,294.284,294.235,294.173,294.182,294.245,294.234,294.158,293.583,292.588,291.628,0.00612,63.94,0.02823,290.756,290.567,1
2025-09-04T16:40:00Z,100733.0535,288.85,4.1,113.7,97.6,0.768,283,45.7,6.7,294.235,294.221,294.28,294.23,294.169,294.181,294.239,294.211,294.094,293.388,292.304,291.159,0.00583,60.45,0.02835,290.189,290.243,1
2025-09-04T16:50:00Z,100733.7705,288.75,4.83,132.2,96,0.78,279.8,342.2,7,294.228,294.211,294.272,294.226,294.165,294.177,294.24,294.249,294.113,293.542,292.325,291.233,0.00596,62.2,0.02829,290.197,290.487,1
2025-09-04T17:00:00Z,100733.7705,288.75,4.83,158,97.5,0.78,279.8,299.5,7.5,294.231,294.213,294.268,294.221,294.157,294.171,294.22,294.227,294.072,293.731,292.494,291.402,0.00614,64.38,0.02824,290.892,290.749,1
2025-09-04T17:10:00Z,100775.3207,288.65,4.93,95.4,94.6,0.753,282.5,355.5,7,294.225,294.211,294.269,294.212,294.154,294.168,294.215,294.211,294.135,293.994,292.664,291.491,0.00608,63.52,0.02832,291,290.605,1
2025-09-04T17:20:00Z,100784.8111,288.75,4.93,256.7,96,0.753,282.5,349.4,5.4,294.212,294.197,294.261,294.21,294.15,294.16,294.204,294.209,294.097,293.67,292.549,291.435,0.00583,60.58,0.02842,290.653,290.337,1
2025-09-04T17:30:00Z,100806.6638,288.55,4.64,195.5,91.5,0.753,296.7,226.8,4.7,294.223,294.206,294.265,294.216,294.154,294.163,294.229,294.221,294.113,293.905,292.518,291.527,0.00598,62.54,0.02833,290.922,290.607,1
2025-09-04T17:40:00Z,100806.6638,288.55,4.64,143.2,91.7,0.753,296.7,16.2,5.3,294.218,294.203,294.261,294.207,294.139,294.152,294.209,294.224,294.122,293.957,292.529,291.483,0.00517,52.84,0.02852,289.765,289.515,1
2025-09-04T17:50:00Z,100836.5699,288.65,4.47,227.8,91.5,0.801,299.7,47.7,3.5,294.225,294.209,294.262,294.203,294.144,294.151,294.211,294.195,294.098,293.36,292.322,291.413,0.00519,53.24,0.02854,289.485,289.715,1
2025-09-04T18:00:00Z,100816.1535,288.65,4.47,228.5,90.5,0.801,299.7,210,2.5,294.225,294.21,294.267,294.213,294.146,294.142,294.204,294.204,294.098,293.008,292.31,291.48,0.00566,58.9,0.02845,290.256,290.377,1
2025-09-04T18:10:00Z,100824.926,288.85,3.57,268.5,91.3,0.717,305.6,319.1,4.4,294.221,294.201,294.257,294.205,294.139,294.148,294.197,294.189,294.09,293.356,292.309,291.466,0.00543,56.03,0.02848,290.05,289.964,1
2025-09-04T18:20:00Z,100824.2089,288.95,3.57,364,90.8,0.717,305.6,328.1,3.7,294.228,294.202,294.26,294.212,294.146,294.136,294.199,294.209,294.1,293.15,292.27,291.565,0.00565,58.74,0.02846,290.455,290.319,1
2025-09-04T18:30:00Z,100834.4169,288.95,3.83,865,85.7,0.755,308.6,107.3,4.7,294.233,294.215,294.273,294.222,294.151,294.157,294.203,294.209,294.09,293.484,292.288,291.539,0.00584,61.22,0.02839,289.884,290.729,1
2025-09-04T18:40:00Z,100832.984,289.15,3.83,445.2,87.8,0.755,308.6,318.3,3.2,294.238,294.213,294.27,294.209,294.144,294.148,294.212,294.208,294.109,293.648,292.277,291.589,0.00559,57.48,0.02837,290.509,289.79,1
2025-09-04T18:50:00Z,100822.7762,289.15,3.63,914.8,84.4,0.754,316.1,345.4,2.1,294.256,294.221,294.269,294.213,294.14,294.144,294.207,294.209,294.113,293.831,292.373,291.68,0.00567,58.75,0.02837,290.491,290.131,1
2025-09-04T19:00:00Z,100811.8528,289.25,3.63,715.7,82.2,0.754,316.1,24.1,2.9,294.283,294.239,294.285,294.213,294.141,294.146,294.207,294.222,294.124,293.955,292.271,291.581,0.00571,59.05,0.0284,290.203,290.081,1
2025-09-04T19:10:00Z,100830.1243,289.55,4.47,737.1,84.3,0.693,303,343.9,2.1,294.298,294.244,294.278,294.217,294.141,294.148,294.204,294.213,294.123,293.974,292.376,291.566,0.00584,60.62,0.02838,289.447,290.346,1
2025-09-04T19:20:00Z,100830.1243,289.55,4.47,668.7,84,0.693,303,297.1,2.1,294.324,294.248,294.277,294.215,294.144,294.151,294.205,294.21,294.107,293.066,292.17,291.603,0.00582,59.93,0.02832,290.114,289.877,1
2025-09-04T19:30:00Z,100829.4106,289.65,3.93,426.6,80.9,0.695,300.8,181.8,2.8,294.352,294.244,294.276,294.214,294.142,294.152,294.202,294.211,294.119,293.92,292.322,291.6,0.00581,59.49,0.0283,290.166,289.633,1
2025-09-04T19:40:00Z,100830.1243,289.55,3.93,301.1,81.7,0.695,300.8,313.9,2.8,294.34,294.246,294.278,294.211,294.144,294.149,294.201,294.208,294.113,294.002,292.393,291.633,0.00572,58.24,0.0283,290.081,289.316,1
2025-09-04T19:50:00Z,100840.3318,289.55,4.01,254.8,79.8,0.605,306,328.6,2.3,294.323,294.24,294.271,294.213,294.141,294.147,294.199,294.208,294.109,293.983,292.417,291.556,0.00593,61.43,0.02834,289.8,290.148,1
2025-09-04T20:00:00Z,100848.3993,289.85,4.01,238.7,79,0.605,306,253.5,3.3,294.307,294.246,294.271,294.21,294.138,294.147,294.201,294.205,294.1,293.969,292.524,291.564,0.00596,61.54,0.02834,290.524,290.028,1
2025-09-04T20:10:00Z,100838.9048,289.75,3.89,274,82.8,0.583,307.2,359.3,4.5,294.326,294.244,294.266,294.205,294.137,294.142,294.198,294.194,294.089,293.73,292.377,291.678,0.00632,66.76,0.02826,290.246,291.085,1
2025-09-04T20:20:00Z,100848.3993,289.85,3.89,266.2,84.5,0.583,307.2,289.4,3.3,294.318,294.238,294.269,294.208,294.137,294.139,294.196,294.19,294.084,293.847,292.485,291.659,0.00619,64.74,0.02827,290.95,290.598,1
2025-09-04T20:30:00Z,100837.4797,289.95,3.78,287.3,81,0.558,311.4,314.2,3.3,294.316,294.236,294.267,294.209,294.136,294.145,294.198,294.185,294.068,293.465,292.378,291.355,0.00634,67.05,0.02823,290.129,291.14,1
2025-09-04T20:40:00Z,100836.7679,290.05,3.78,274.9,79.9,0.558,311.4,194.5,2.4,294.305,294.229,294.264,294.21,294.131,294.138,294.182,294.163,293.974,293.694,292.504,291.743,0.00602,61.9,0.02843,290.624,289.843,1
2025-09-04T20:50:00Z,100855.7599,290.25,3.86,256.9,83.1,0.502,306.5,238.4,4.2,294.327,294.256,294.266,294.208,294.134,294.138,294.176,294.144,293.923,293.49,292.443,291.759,0.00616,64.11,0.02828,290.927,290.37,1
2025-09-04T21:00:00Z,100845.5529,290.25,3.86,206.5,78.4,0.502,306.5,177,5,294.322,294.277,294.269,294.211,294.131,294.138,294.173,294.145,293.941,293.396,292.491,291.652,0.00632,66.42,0.02821,290.752,290.869,1
2025-09-04T21:10:00Z,100844.8425,290.35,4.12,237.4,74.9,0.493,289.6,230.6,3.9,294.314,294.288,294.275,294.216,294.133,294.136,294.175,294.151,293.989,293.485,292.536,291.66,0.0061,64.01,0.02812,290.58,290.691,1
2025-09-04T21:20:00Z,100835.3459,290.25,4.12,199.3,79,0.493,289.6,242.9,4.8,294.306,294.282,294.279,294.217,294.137,294.136,294.175,294.154,294,293.448,292.592,291.871,0.00647,68.49,0.02818,291.296,291.254,1
2025-09-04T21:30:00Z,100833.9258,290.45,4.53,260.5,77.4,0.501,296.8,173.3,5.4,294.299,294.285,294.306,294.223,294.138,294.138,294.179,294.152,293.997,293.777,292.613,291.898,0.00639,67.48,0.02825,291.448,291.119,1
2025-09-04T21:40:00Z,100833.9258,290.45,4.53,148.7,76.7,0.501,296.8,295.5,4.7,294.3,294.276,294.281,294.213,294.14,294.134,294.176,294.146,294.007,293.787,292.652,291.995,0.00649,68.92,0.02817,291.668,291.355,1
2025-09-04T21:50:00Z,100863.8369,290.55,4.55,174.3,76.9,0.497,298.1,238.6,4.5,294.291,294.27,294.289,294.217,294.136,294.133,294.162,294.133,294.003,293.308,292.573,291.92,0.00657,69.95,0.02815,291.462,291.516,1
2025-09-04T22:00:00Z,100852.9211,290.65,4.55,160.4,76.9,0.497,298.1,258.3,5.7,294.29,294.272,294.28,294.212,294.131,294.127,294.154,294.126,293.991,293.027,292.588,292.031,0.00663,70.72,0.02817,291.849,291.624,1
2025-09-04T22:10:00Z,100861.7113,290.85,4.7,297,76.1,0.545,295.9,242.8,6.1,294.284,294.267,294.312,294.222,294.145,294.129,294.168,294.137,294.009,293.659,292.591,292.091,0.00659,70.08,0.02816,291.717,291.474,1
2025-09-04T22:20:00Z,100852.2127,290.75,4.7,235.9,75.3,0.545,295.9,247.3,5.3,294.286,294.267,294.309,294.235,294.144,294.135,294.156,294.144,294.028,293.677,292.615,292.007,0.0067,71.68,0.02821,291.759,291.782,1
2025-09-04T22:30:00Z,100870.5031,291.05,4.64,181,74.3,0.542,295.2,250.8,5.5,294.272,294.26,294.313,294.248,294.145,294.13,294.164,294.137,294.024,293.889,292.621,292.065,0.0067,71.75,0.02814,291.621,291.785,1
2025-09-04T22:40:00Z,100869.7965,291.15,4.64,130.2,77.3,0.542,295.2,272.8,6.1,294.267,294.25,294.303,294.241,294.144,294.121,294.161,294.125,293.995,293.805,292.611,292.016,0.00662,70.56,0.02815,291.648,291.579,1
2025-09-04T22:50:00Z,100869.7965,291.15,4.4,118.1,77,0.505,293.8,236.2,5.9,294.264,294.245,294.292,294.224,294.143,294.129,294.165,294.124,294.006,293.767,292.574,291.848,0.00621,64.78,0.02825,290.939,290.496,1
2025-09-04T23:00:00Z,100869.7965,291.15,4.4,60.8,75.4,0.505,293.8,232.3,5.9,294.253,294.243,294.3,294.242,294.165,294.137,294.148,294.129,294.006,293.22,292.531,291.746,0.00627,65.54,0.02824,291.537,290.604,1
2025-09-04T23:10:00Z,100869.0903,291.25,4.79,49.8,74.4,0.531,294.4,253.9,6.2,294.254,294.235,294.284,294.223,294.098,294.111,294.129,294.119,294.018,293.417,292.483,291.5,0.00623,65.27,0.02826,290.505,290.715,1
2025-09-04T23:20:00Z,100878.5909,291.35,4.79,26,73.6,0.531,294.4,226.8,7,294.239,294.226,294.294,294.237,294.175,294.184,294.15,294.134,294.024,293.601,292.416,291.403,0.00642,68.17,0.02818,290.523,291.347,1
2025-09-04T23:30:00Z,100878.5909,291.35,4.79,20.5,75.2,0.467,293.8,228.5,8,294.237,294.217,294.28,294.234,294.164,294.124,294.144,294.131,294.027,293.5,292.346,291.521,0.00637,67.03,0.02821,290.958,290.958,1
2025-09-04T23:40:00Z,100888.0918,291.45,4.79,5.9,72,0.467,293.8,228.1,7.9,294.223,294.209,294.261,294.208,294.138,294.108,294.152,294.128,294.036,293.538,292.292,291.184,0.00633,66.71,0.02822,290.351,291.036,1
2025-09-04T23:50:00Z,100898.298,291.45,4.57,1.5,70.4,0.488,293.8,228,7.1,294.218,294.208,294.263,294.218,294.157,294.158,294.195,294.158,294.047,293.763,292.311,291.685,0.00632,66.46,0.02817,290.968,290.865,1
2025-09-05T00:00:00Z,100918.0053,291.55,4.57,0,68.8,0.488,293.8,267.1,5.4,294.218,294.202,294.259,294.206,294.134,294.146,294.165,294.152,294.023,292.789,292.213,290.909,0.00616,64.47,0.02824,289.936,290.692,1
2025-09-05T00:10:00Z,100928.9165,291.45,4.34,0,70.6,0.486,293.8,225.4,7.1,294.207,294.193,294.249,294.203,294.141,294.155,294.21,294.159,294.055,293.698,292.289,291.183,0.00634,66.9,0.02816,290.726,291.027,1
2025-09-05T00:20:00Z,100938.4175,291.55,4.34,0,75.4,0.486,293.8,251.8,8.2,294.209,294.192,294.251,294.202,294.136,294.144,294.195,294.181,294.066,293.644,292.196,291.399,0.00625,65.82,0.02817,290.785,290.951,1
2025-09-05T00:30:00Z,100958.8297,291.55,3.02,0,73.2,0.537,299.2,250.4,7.2,294.205,294.195,294.25,294.197,294.134,294.138,294.172,294.166,293.993,292.9,292.159,291.134,0.00623,65.23,0.02816,290.208,290.729,1
2025-09-05T00:40:00Z,100979.9474,291.45,3.02,0,69.1,0.537,299.2,251,6,294.204,294.187,294.244,294.189,294.104,294.133,294.203,294.154,294.043,292.982,292.144,291.142,0.00598,62.34,0.02813,288.915,290.506,1
